image_file,species,subset,class
dryopteris filix-mas (l.) schott/1441299674150JVRIC0F25qQxjGq7.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299744020aUztso9Tauk9dprx.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299766505mQkoUMtdFd50L6o6.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299180089uBFZxIPJyflUNIb2.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441300276708N588CE726OQn2U2o.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/144129971926736GXZSLRSGUp0bg4.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412997703388vaBuzNtT8iNONwA.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412997675401ExOKzGRIF2tSX4X.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299724725mdzrqsnJUN9f8Xr3.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299586370MzVl4KlvbAsR3vwB.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299751637WL9ILMg5gsZFZ4DJ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299405332xxd1tr7OQ42xCyIK.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412994300227RcD0n8rx63WEJfm.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441301411965fbdVtT2xe4qmHABP.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299719504st9lL30itfSZbwTa.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299504470KQUzxl1E01o0ZtfX.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299766768dsRJ1iQUCq2OnDED.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299568337d650tKupHrOMYhHk.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299180656TWlqbZvi1dSFHQ2O.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299607400IChwFpVaRtk8UGE7.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299225181igZORc6u8ge8qP9j.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441298957255zI5WHlDMtFkjxYPa.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641184AtSImGEN18f1FDbJ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299410648uyqhR02iXVMQi5jr.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299207458fSzOFGa0OCIVZP2C.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412996402629JBLJqhMo3FXdaEc.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/144129972112994GU3FvkUxPTFJNw.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/144129999309371CPAZDV0DcFuXqu.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299768323joPsk1GhAIf7gbs4.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299503927xEqr5jodqspf0dG0.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299640513uSzzXzYMgTJYaVg2.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299794536tFyTaCKzH16av2qp.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299745906dHAQ61qnlnBX2o82.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441300083192JYX5bSIHbT8F0XVg.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723425rbkyi3EEVw1igs6q.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299207486ymAv6bRjb7y2qtTx.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412997244915bO4C7urhIurWYeo.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412993986564GMkixEdQeHUBfLB.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299483133Jhw3j3CXqcXnG4qJ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441298946562oQGpjdK10PnE0a9b.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441298946412NRceb7Qw7lerS9m2.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441296752774dFwnjjSZ974wbWHV.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299639599IJk74taCdprjk84v.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299200977ejNixteVb9YwBkum.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299959885pU1IWfAQOw9zqhrw.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412995751298ZamJIzGZdWbMgSQ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299913118xKUNPbzybxwItYX9.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299976464jKv4J4YaojGe5e2s.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299673858rLrZkqUFPzz5IQAg.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14647022257379wy3CiBw9oBoJ9Im.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412996413050dMML9ldkK7nloeZ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412996395510DmeQVl2kVGwRVYQ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723334oMEjEQ0J96lMZ0IQ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299568484HO3i8sJb8rYBAopv.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723597xxQrbv4E9mRxEy8n.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299675258lFZofvmDh4OZtpW9.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412992020496J4P9l8woGExfiml.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299642172THYDvOmnGoiZA0jf.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299433488fLPyogIEYiPcB4oK.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299773240yyKjsgYbp5dmfslz.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641072PPNL7QkptjCGPg7x.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299795519VVbpBd5VOvr2yVWF.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412996522076vrLl9CRk85laSMA.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299745924Xd1WIBaIf6WqVajP.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299719134Hemi0wl16neoWFe8.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299640889n75DKtqQ8buu1N6f.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299651080cRvBCcgfY1cQIo6d.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641360gbW31P2pXRNTnqwX.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641503d9BgcjBllONY1Iqf.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299429562jLTeVQglELOIuu0U.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441301837234Y7aRvYUqkieF8BQ9.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441296753373HrxDONUvr5WEIuXf.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299745636MmBw6iBC0DNtiQKR.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299526884NnxBPlAAbp8zqvQO.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299575074QNzWviiwJHimcJ6w.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299744859T4OwcQJvGcIE6WoF.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441300026104xSdeKDwiHu88bPov.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641972e6j5iAUUPwexV82s.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299794459EEkG9uN7ALBA2DhF.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299640122ZVQjJQQWMdEGYuDo.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299225434mPaAPklEMHEi0JUw.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641686144arLQgEneejZ20.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299976089gNdh93CZn5qRgKN7.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299767558Zjocddqtg8S2LV16.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299670991Gce3QO4UleJXK68D.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299744412hBPP13SnIfn2IgSL.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299586388TBGasxPjTAf5gGF4.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299724786LRxQUTKtgq4vPu13.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299773159up1LZ6XWkEckRM7R.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412995757372g7ds22BlQIJ2hca.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299724625VGzmTSvNvjEoxCk7.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/144129943352519Ii5tvLMBPx3ubr.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299610792sbt1bENVrw3mZD3P.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299158256ymXFJ7BWY70Cwwgi.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299483208NsaF8t95slqC4fvw.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412996394355FRdtIEUC5ZeeOZJ.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299794610sKeZ7N5WzVc6eXOU.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299718802CMxdcyaG2cUSkCGA.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299201126gjcMVyTIBQT3pn4f.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299673521nXwFq4wuWWMCY8GY.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299993002DFqti0H71pYD41ds.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299483115ZILbu4ayzjKdFPvn.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299654077DzeyngrrRAGo6qcV.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299745589f4c31jzTfAlVTHji.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299670517ql5C3g2SneV0YH6v.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299179474pfMwdiwJ7QRfYZyT.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299607257cfQ7uvqJHWUaOiFh.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299610388Ri4xeWHEcBUAPL1U.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299302668vb92R0AdpKmZuyum.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299547818OCVInNKTqBarpYum.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299766541JBhEBCKF8mtbfliW.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412991798563qWIIkKRrsmi1Dch.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299654411yCkTqLceD9w2h9sH.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412997449908YTINvWyhMMCTvwC.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299568691zB8nh3EsPnRPriLB.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412994297453mWrGC3pTiMJnpoo.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299575872BEX5nmZmnWhMTnIU.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299641862nC1fYpM5vFUTblut.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299751890bpuJDLy2B6oiw7T5.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412993156021OteXObF4SfyH5U0.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299504367kgyNt6kYvM6C6XZE.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299976683HuKsXbG04psBSlGw.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723352RVD7lohG8KOxmAq4.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441376707850lh29O28TjpXDUUFF.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299434117a81OeNBX256onu6j.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299504530b9EJfufKuhzbfUb8.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299767992WtzNeGcH9cBYj2fR.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299610651wqhhT1NeBr6LzmnH.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299640353rg6QZ4HIZSfAbuwz.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412996415566aOTZ98xrlzgMUdz.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299575450stk6VUKWCmoQmnnR.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299157795ZKIjgKP9f9OMjKtS.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299201163Paq9X0ERIhUXOWXV.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299671252z93i2l5U5F9Hyx2Z.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299610886NGOUWRMjwnQBL2CV.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1452973072065FLRX0LA22E0Ttzja.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299224757rdgzGFpIpr0Llpf1.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412994833525QqauJ1a49lYahu3.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299675973BntSDEYgmCTTpGp0.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412996396741h4SxPyJaM8GsYhR.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/144129566334852rgMf6IncV4jvBo.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299597558XiZbbdjj4SsPUyph.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299405173Hq8i3XucLBLrZguD.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299641704yxF6Iw1KEzT16l2d.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299609534NBXe5GVEsjXhC6vv.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299609476y6oxbTr51lVJheSi.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441298925308u6zRLzqpb2brn8BN.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299794897atXPXV3bxs5p3kM1.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723861UQNV4z0KPwLnyx7w.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441300026206ZPLnvhJ2IdkGrz2p.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/144129915802509RShvLa7nRpdN3n.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723316Zc65qOxMqRNCDRDp.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299766580PwTgmrF8zUBVE5pi.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299912717X4GztvMdyjpk9RUJ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299671778YrZL0L55iKmC2EYu.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299976022LR2jX6z2Kr6VMA4A.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299673329n10dH4aaHkQQ2AcE.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299751850eZiKogWJM8AeqYfs.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299611236Z1aUyXqKzOeVdA8n.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441301433719wCx2QuR8JPkEpPHf.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299671533vchQ9ZT6tMpcVkQ5.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441300010680Z3poZUG4tsrRZuOk.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299654113HibegJUfo4HYAzt5.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299483297RwIqh5UZFuO65MKR.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299157717J9Cjm03RpFDPi3SQ.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299638608gHH6ONeCVcxi6fp6.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299773354nSWi3cHTR02H0ruO.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299719343DniDcX66cd8bn2c0.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299795160260CrfqCt5ZBUrFE.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299180350q713YJOetgsg0oub.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299719192bOOiE7FHJcfYXgVH.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412999126010VgyWOqfI0RmFhhS.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299610446Wic9O82zbFjAJRTk.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/14412997735471qFtCjCShV0iMX6R.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299857210vDHMRwCUessqEnI5.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299723189090loBcMowd7YWHC.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299767200uTuByV5OnJyqvPP6.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299767240J9Sle1rQjNpFCOGF.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299586178H8vfKD7Np5bYzTh7.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299315989s1V2YNeDb4p8Lfw4.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299526849f92AaWjnF0K7tSR7.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299158433HL7zkaUdgUTRX6Jm.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299913098gVpc3DifeKKe59Y8.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412995758909gdFUm43vHFEX16m.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299670815CFVUfPB38nTHYZjY.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299201570504is5av0DpD3N2E.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299575111sMrQPZWsNjUTFRwk.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/14412997455507OrdaBMktBI58OP7.jpg,dryopteris filix-mas (l.) schott,valid,0
dryopteris filix-mas (l.) schott/1441299639340gRQ7JrxkscXJxjSE.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299797141tu7LCaINBFu9W3IR.jpg,dryopteris filix-mas (l.) schott,train,0
dryopteris filix-mas (l.) schott/1441299671938UUeKArbG7KGDNEuv.jpg,dryopteris filix-mas (l.) schott,train,0
